Designation,H Mag,Mean Mag (r Band),Number of Observations,Arc (days),LS peak / Adopted Fourier (hr),Period display,LS peak period (hr),Adopted period (hr),Adopted K,2P candidate (hr),ΔBIC(2P−P),Amplitude (Fourier),g - r,g - i,r - i,Axial Elongation,Reliability,Bootstrap top_frac,Bootstrap n_unique_winners,Bootstrap family_size,Ambiguous candidates (P_hr:frac),pipeline_version,run_id_utc,outdir,final_row_path
2010 LQ59,16.99816520497743,21.75178064516129,323,6.009215798611111,54.94 / 59.94,LS_peak=54.94 h; Adopted=59.94 h,54.94140158730159,59.93607445887446,4,,,0.5553986961542537,0.4500196542605437,0.5797702313109525,0.1297505770504088,1.667859559373073,reliable,0.865,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_LQ59,C:\Users\vikas\Downloads\ls_outputs\2010_LQ59\step14_final_summary.csv
2010 RB211,18.615169446032127,23.5551,104,2.1337101041666666,15.17 / 15.17,LS_peak=15.17 h; Adopted=15.17 h,15.17304962962963,15.17304962962963,2,,,0.4416513854444164,0.5530014810639301,0.9972520563500388,0.4442505752861088,1.5019675650024442,insufficient,0.3975,5,8,15.173:0.398; 0.610:0.305; 5.770:0.125; 10.504:0.122; 1.319:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_RB211,C:\Users\vikas\Downloads\ls_outputs\2010_RB211\step14_final_summary.csv
2010 RH30,17.757981116072397,23.682066666666667,49,2.125374201388889,15.70 / 20.40,LS_peak=15.70 h; Adopted=20.40 h,15.695071025641024,20.40359233333333,2,,,0.9025172540671692,0.3590054335546782,0.834681129157449,0.4756756956027708,2.296185137839451,insufficient,0.6325,4,8,10.202:0.632; 0.436:0.285; 5.101:0.050; 0.296:0.033; 0.499:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_RH30,C:\Users\vikas\Downloads\ls_outputs\2010_RH30\step14_final_summary.csv
2010 RQ16,18.278905452052115,23.3596,25,10.002509699074071,28.66 / 0.85,LS_peak=28.66 h; Adopted=0.85 h,28.663908391376445,0.8488317623081644,2,1.6976635246163287,9.139140610150584,0.5253538468918862,0.6359082821182724,0.8113043980011376,0.1753961158828652,1.6223387395685072,insufficient,0.4675,4,8,0.849:0.468; 0.424:0.253; 57.328:0.247; 0.394:0.033; 0.789:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_RQ16,C:\Users\vikas\Downloads\ls_outputs\2010_RQ16\step14_final_summary.csv
2010 UN136,18.75083183470904,23.26361290322581,172,4.124944675925925,11.00 / 11.00,LS_peak=11.00 h; Adopted=11.00 h,10.9998524691358,10.9998524691358,3,21.9997049382716,0.4134642303477278,0.3700077781713818,0.3473886292905028,0.611199334176316,0.2638107048858131,1.406057597035045,insufficient,0.3325,6,8,11.000:0.333; 5.823:0.292; 37.714:0.188; 3.921:0.098; 2.400:0.070,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_UN136,C:\Users\vikas\Downloads\ls_outputs\2010_UN136\step14_final_summary.csv
2010 VN262,19.02859710600784,23.06369642857143,156,12.047350694444445,2.83 / 6.43,LS_peak=2.83 h; Adopted=6.43 h,2.834670751633987,6.434190078813166,2,12.868380157626332,16.775868568264855,0.1541745117182729,0.4763943715728942,0.6007584733963718,0.1243641018234775,1.152576617372315,insufficient,0.255,8,8,0.566:0.255; 3.217:0.212; 5.392:0.205; 6.434:0.163; 0.318:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_VN262,C:\Users\vikas\Downloads\ls_outputs\2010_VN262\step14_final_summary.csv
2010 WF17,19.48655169881227,23.400238938053096,228,6.015084502314815,1.09 / 0.15,LS_peak=1.09 h; Adopted=0.15 h,1.0936517276936029,0.1467653100069188,2,0.2935306200138377,7.501342191251354,0.1735659733685484,0.558621937619904,0.764761969123132,0.206140031503228,1.173346789466876,reliable,0.555,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2010_WF17,C:\Users\vikas\Downloads\ls_outputs\2010_WF17\step14_final_summary.csv
2011 BG179,18.44027214865512,22.562800000000003,28,8.003989108796295,18.74 / 6.99,LS_peak=18.74 h; Adopted=6.99 h,18.74104766937669,6.985299585858585,4,,,0.8777787291008975,0.7144944413006868,0.496118553277121,-0.2183758880235657,2.2444580448293063,insufficient,0.47,5,8,6.985:0.470; 5.568:0.247; 9.013:0.195; 37.482:0.050; 4.507:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_BG179,C:\Users\vikas\Downloads\ls_outputs\2011_BG179\step14_final_summary.csv
2011 EE46,17.651673944099606,21.81472023809524,392,12.046303101851851,3.29 / 3.29,LS_peak=3.29 h; Adopted=3.29 h,3.2900287276750437,3.2900287276750437,2,6.580057455350087,3.604000694618435,0.0306907272350674,0.6131325847882927,0.8212195377414808,0.2080869529531881,1.028670512999437,insufficient,0.285,7,8,0.182:0.285; 3.290:0.260; 2.891:0.245; 0.139:0.085; 0.164:0.065,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_EE46,C:\Users\vikas\Downloads\ls_outputs\2011_EE46\step14_final_summary.csv
2011 EG108,18.23013010220285,21.37989189189189,344,12.047328900462963,92.52 / 37.61,LS_peak=92.52 h; Adopted=37.61 h,92.52348595555556,37.61117315266487,4,,,0.4773582228507422,0.5579257050940356,0.6710862369404786,0.113160531846443,1.552184310044023,reliable,0.81,5,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_EG108,C:\Users\vikas\Downloads\ls_outputs\2011_EG108\step14_final_summary.csv
2011 LC7,18.58835464041712,21.8191,42,2.106789606481481,15.56 / 17.59,LS_peak=15.56 h; Adopted=17.59 h,15.55783094017094,17.58711323671498,4,,,1.271355369101543,0.6454734614653006,0.3424471142823897,-0.3030263471829109,3.225092294592283,insufficient,0.9125,3,8,15.558:0.912; 1.245:0.050; 5.253:0.037; 4.397:0.000; 0.355:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_LC7,C:\Users\vikas\Downloads\ls_outputs\2011_LC7\step14_final_summary.csv
2011 MA14,18.494940131666123,22.30743965517241,238,6.016571608796297,48.13 / 9.55,LS_peak=48.13 h; Adopted=9.55 h,48.132572870370375,9.546956602387512,2,19.093913204775024,10.712148445878311,0.1469251115270388,0.4655059612126528,0.5833173322659668,0.1178113710533139,1.144906562228202,insufficient,0.315,7,8,6.017:0.315; 9.547:0.285; 48.133:0.128; 6.795:0.120; 19.094:0.098,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_MA14,C:\Users\vikas\Downloads\ls_outputs\2011_MA14\step14_final_summary.csv
2011 QG108,17.050426517305684,22.62411,188,2.1263574074074074,9.49 / 18.99,LS_peak=9.49 h; Adopted=18.99 h,9.4944330749354,18.9888661498708,3,,,0.5146002766372946,0.4046671778529038,0.6034613456008593,0.1987941677479554,1.6063497523031012,insufficient,0.285,6,8,18.989:0.285; 8.686:0.237; 9.494:0.235; 3.460:0.160; 1.730:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_QG108,C:\Users\vikas\Downloads\ls_outputs\2011_QG108\step14_final_summary.csv
2011 SA313,17.115132364097306,22.65304255319149,107,6.015094108796296,8.25 / 8.25,LS_peak=8.25 h; Adopted=8.25 h,8.249271920634921,8.249271920634921,2,16.498543841269843,4.822253502963008,0.7465865733856417,0.4806426868882809,0.4710875738629028,-0.0095551130253781,1.98899929575704,ambiguous,0.7,5,8,16.499:0.700; 4.873:0.195; 9.746:0.083; 2.535:0.013; 2.077:0.010,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_SA313,C:\Users\vikas\Downloads\ls_outputs\2011_SA313\step14_final_summary.csv
2011 SJ27,16.97909018992704,21.231465116279068,305,12.047328900462963,92.52 / 37.92,LS_peak=92.52 h; Adopted=37.92 h,92.52348595555556,37.919461457194906,4,,,1.118614751390269,0.5293353161626158,0.6707172092504763,0.1413818930878605,2.8018565766515446,reliable,0.72,5,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_SJ27,C:\Users\vikas\Downloads\ls_outputs\2011_SJ27\step14_final_summary.csv
2011 UG367,17.293092587332474,22.52281818181818,235,9.032279004629627,2.18 / 1.99,LS_peak=2.18 h; Adopted=1.99 h,2.1759066109019933,1.9933305389527456,2,3.986661077905491,-3.2256281097306214,0.0713022091701934,0.4473926132687467,0.5434711792750129,0.0960785660062661,1.0678761416481386,insufficient,0.4325,8,8,3.987:0.432; 1.839:0.230; 1.993:0.107; 3.217:0.100; 1.699:0.060,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_UG367,C:\Users\vikas\Downloads\ls_outputs\2011_UG367\step14_final_summary.csv
2011 UJ425,17.197355303617154,23.230622754491016,382,12.043675092592594,39.19 / 19.19,LS_peak=39.19 h; Adopted=19.19 h,39.19297657250472,19.189922139234675,2,38.37984427846935,3.982082517362244,0.1587905721434978,0.5747421148357184,0.8000249176563266,0.2252828028206082,1.157487284645273,insufficient,0.3525,8,8,34.258:0.352; 19.190:0.247; 17.129:0.170; 78.386:0.107; 9.595:0.058,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_UJ425,C:\Users\vikas\Downloads\ls_outputs\2011_UJ425\step14_final_summary.csv
2011 UM17,17.258793520648936,22.771125,38,2.127854201388889,9.96 / 4.26,LS_peak=9.96 h; Adopted=4.26 h,9.964585528455284,4.255708402777777,2,,,0.4280800432760466,0.6540667735108237,0.6843643178759073,0.0302975443650836,1.4833103166170492,insufficient,0.2475,6,8,8.511:0.247; 1.449:0.240; 1.005:0.235; 4.256:0.195; 1.983:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_UM17,C:\Users\vikas\Downloads\ls_outputs\2011_UM17\step14_final_summary.csv
2011 UN137,17.142581913294144,22.889016393442628,168,12.043866203703704,4.27 / 8.55,LS_peak=4.27 h; Adopted=8.55 h,4.274348079687822,8.548696159375645,4,17.09739231875129,14.172634912600929,0.5645250170838484,0.6686788602792184,0.8139348573390848,0.1452559970598663,1.681938093502836,reliable,0.74,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_UN137,C:\Users\vikas\Downloads\ls_outputs\2011_UN137\step14_final_summary.csv
2011 US373,17.527156193061735,23.283846153846152,182,6.014070798611111,7.00 / 9.02,LS_peak=7.00 h; Adopted=9.02 h,6.998191474747476,9.021106197916668,2,18.04221239583333,14.075427219115454,0.2072477177268781,0.5462476214154215,0.7317070713521048,0.1854594499366832,1.210316870968029,insufficient,0.27,8,8,9.021:0.270; 0.747:0.217; 1.424:0.207; 6.998:0.152; 0.653:0.062,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_US373,C:\Users\vikas\Downloads\ls_outputs\2011_US373\step14_final_summary.csv
2011 UV494,17.34833537174334,22.89314583333333,201,6.015526099537038,9.71 / 4.93,LS_peak=9.71 h; Adopted=4.93 h,9.705722782446314,4.9252921582563385,3,9.850584316512675,8.270556431979628,0.2250580237842979,0.5013151854749545,0.6241150875109369,0.1227999020359824,1.2303345204456513,ambiguous,0.45,8,8,4.925:0.450; 1.643:0.290; 6.937:0.122; 5.347:0.048; 19.411:0.028,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_UV494,C:\Users\vikas\Downloads\ls_outputs\2011_UV494\step14_final_summary.csv
2011 VQ37,17.550875846156615,23.354495327102807,201,4.116603402777778,35.93 / 35.93,LS_peak=35.93 h; Adopted=35.93 h,35.926720606060606,35.926720606060606,2,,,0.2815877682452838,0.4496062210457729,0.6680570746657359,0.2184508536199629,1.2960898432366894,insufficient,0.61,6,8,35.927:0.610; 18.170:0.193; 1.937:0.177; 2.105:0.013; 10.133:0.005,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_VQ37,C:\Users\vikas\Downloads\ls_outputs\2011_VQ37\step14_final_summary.csv
2011 WT86,17.45004325786469,23.339,27,6.091894305555555,0.52 / 0.24,LS_peak=0.52 h; Adopted=0.24 h,0.5182293782306896,0.2402225727390976,2,0.4804451454781953,2.578419058476271,0.3739269629853441,0.374889418620743,0.6573016647335663,0.2824122461128233,1.4111422182795643,insufficient,0.6925,4,8,0.240:0.693; 2.543:0.158; 1.001:0.113; 0.518:0.037; 1.271:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2011_WT86,C:\Users\vikas\Downloads\ls_outputs\2011_WT86\step14_final_summary.csv
2012 BP89,18.65832411049893,23.48927777777778,65,10.0197125,0.14 / 0.27,LS_peak=0.14 h; Adopted=0.27 h,0.1370607580507267,0.2741215161014534,2,0.5482430322029069,14.601635926402125,0.3352130900965551,0.5225645901444835,0.602120405993297,0.0795558158488134,1.3617119102220407,reliable,0.7975,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_BP89,C:\Users\vikas\Downloads\ls_outputs\2012_BP89\step14_final_summary.csv
2012 EH25,18.595681257733,21.944364197530863,351,9.03724460648148,1.50 / 3.21,LS_peak=1.50 h; Adopted=3.21 h,1.5049010966560663,3.213242526748972,4,,,0.188300977468257,0.5929129431014388,0.7770362011186549,0.184123258017216,1.1893793417233214,reliable,0.7875,5,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_EH25,C:\Users\vikas\Downloads\ls_outputs\2012_EH25\step14_final_summary.csv
2012 FR114,19.200937399405657,21.86935555555556,447,12.048317604166666,3.71 / 7.41,LS_peak=3.71 h; Adopted=7.41 h,3.7071746474358975,7.414349294871795,4,14.82869858974359,465.2703800336543,0.7145252137646023,0.6235698814022719,0.8243792174192244,0.2008093360169525,1.931123663011224,reliable,0.71,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_FR114,C:\Users\vikas\Downloads\ls_outputs\2012_FR114\step14_final_summary.csv
2012 HQ110,18.16066823193279,21.56839743589744,196,12.047350694444445,5.15 / 5.15,LS_peak=5.15 h; Adopted=5.15 h,5.151651076466221,5.151651076466221,2,10.303302152932442,14.90154983496609,0.0920889283087591,0.4439062173469104,0.5851530126191697,0.1412467952722593,1.0885178904379866,reliable,0.4375,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_HQ110,C:\Users\vikas\Downloads\ls_outputs\2012_HQ110\step14_final_summary.csv
2012 PZ53,18.42076340854862,22.33013559322034,133,4.117586597222222,4.71 / 4.71,LS_peak=4.71 h; Adopted=4.71 h,4.705813253968255,4.705813253968255,2,9.411626507936507,6.486879083180781,0.6864030252673168,0.6255518556691833,0.68691752484348,0.0613656691742967,1.8817469037223813,reliable,0.875,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_PZ53,C:\Users\vikas\Downloads\ls_outputs\2012_PZ53\step14_final_summary.csv
2012 VX132,18.16676922000365,22.072666666666667,30,10.014094201388888,6.16 / 1.43,LS_peak=6.16 h; Adopted=1.43 h,6.162519508547008,1.4284592025755325,2,2.8569184051510645,1.6699856821050432,0.2694809827695127,0.583061807948102,0.897951739621142,0.31488993167304,1.2817177334092773,insufficient,0.4825,4,8,5.386:0.482; 2.510:0.253; 1.428:0.233; 9.244:0.033; 2.857:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_VX132,C:\Users\vikas\Downloads\ls_outputs\2012_VX132\step14_final_summary.csv
2012 WO40,18.793288650666824,23.31867391304348,129,12.042340405092594,105.10 / 61.66,LS_peak=105.10 h; Adopted=61.66 h,105.096788989899,61.65678287407408,2,123.31356574814816,3.918686130316189,0.4789401447436864,0.432774246504902,0.569331513989443,0.136557267484541,1.554447496984795,insufficient,0.275,8,8,61.657:0.275; 13.521:0.245; 105.097:0.212; 30.828:0.133; 17.255:0.077,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_WO40,C:\Users\vikas\Downloads\ls_outputs\2012_WO40\step14_final_summary.csv
2012 XA114,17.663738525052533,23.1386,56,11.020691203703704,10.58 / 10.58,LS_peak=10.58 h; Adopted=10.58 h,10.579863555555557,10.579863555555557,2,21.15972711111111,0.801280598411438,0.3779684029485324,0.5036135863290809,0.6841983684030417,0.1805847820739607,1.4164047064857768,insufficient,0.275,8,8,10.580:0.275; 4.541:0.195; 21.160:0.182; 9.081:0.180; 3.813:0.072,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_XA114,C:\Users\vikas\Downloads\ls_outputs\2012_XA114\step14_final_summary.csv
2012 XY168,17.60160056278613,22.67775252525253,462,12.036957800925926,100.48 / 4.20,LS_peak=100.48 h; Adopted=4.20 h,100.48243033816424,4.198176017761631,2,8.396352035523263,10.718371607119252,0.0640734401669105,0.5641959046247464,0.7148054033651725,0.150609498740426,1.060789899985227,insufficient,0.28,8,8,2.099:0.280; 4.198:0.242; 1.037:0.185; 0.286:0.175; 0.571:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_XY168,C:\Users\vikas\Downloads\ls_outputs\2012_XY168\step14_final_summary.csv
2012 YY22,17.611981559303107,22.218112359550563,229,12.032500601851853,4.43 / 7.46,LS_peak=4.43 h; Adopted=7.46 h,4.425747347807578,7.464426867707773,3,14.928853735415546,29.469999344751898,0.1497623149127912,0.4598162893750306,0.5776068299623667,0.117790540587336,1.1479022997451969,insufficient,0.215,8,8,4.426:0.215; 5.436:0.195; 7.464:0.185; 3.227:0.165; 8.851:0.120,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2012_YY22,C:\Users\vikas\Downloads\ls_outputs\2012_YY22\step14_final_summary.csv
2013 AO177,16.240142852590676,21.605727272727275,76,11.005966493055556,8.92 / 8.92,LS_peak=8.92 h; Adopted=8.92 h,8.916226019690578,8.916226019690578,4,17.832452039381156,5.168066593770021,0.5902152202152472,0.4871221685037454,0.65280214897858,0.1656799804748345,1.7222099264628823,insufficient,0.25,8,8,17.832:0.250; 71.632:0.242; 8.916:0.233; 11.151:0.100; 14.278:0.087,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_AO177,C:\Users\vikas\Downloads\ls_outputs\2013_AO177\step14_final_summary.csv
2013 AY154,17.803742809563936,22.934411764705885,178,12.047805902777778,66.09 / 132.18,LS_peak=66.09 h; Adopted=132.18 h,66.09082095238095,132.1816419047619,2,,,0.1859905704068773,0.5660117535976887,0.735104329306111,0.1690925757084223,1.186851076826776,insufficient,0.445,8,8,132.182:0.445; 0.254:0.282; 35.048:0.115; 17.524:0.072; 10.514:0.055,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_AY154,C:\Users\vikas\Downloads\ls_outputs\2013_AY154\step14_final_summary.csv
2013 FP31,18.5602997877796,22.28123880597015,412,9.033306203703702,27.53 / 27.53,LS_peak=27.53 h; Adopted=27.53 h,27.53007604938272,27.53007604938272,4,,,0.3589976105632207,0.5110587821668844,0.6611902475764531,0.1501314654095686,1.3918711856717902,reliable,0.56,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_FP31,C:\Users\vikas\Downloads\ls_outputs\2013_FP31\step14_final_summary.csv
2013 GX122,17.20502309861784,21.86291823899371,363,12.04115,2.96 / 2.96,LS_peak=2.96 h; Adopted=2.96 h,2.9563948849104857,2.9563948849104857,3,5.912789769820972,7.295976801292682,0.3608673762029526,0.585461804866906,0.813486120350511,0.228024315483605,1.3942702169243708,reliable,0.6,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_GX122,C:\Users\vikas\Downloads\ls_outputs\2013_GX122\step14_final_summary.csv
2013 JD79,18.587623697883373,22.00386861313869,282,9.03621670138889,1.37 / 5.18,LS_peak=1.37 h; Adopted=5.18 h,1.3682599421661412,5.17510397216008,4,,,0.2540176292377952,0.5585269085470514,0.7461221321907558,0.1875952236437044,1.2635925354698987,reliable,0.6575,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_JD79,C:\Users\vikas\Downloads\ls_outputs\2013_JD79\step14_final_summary.csv
2013 JG48,18.58649159897364,22.314375,148,12.042340405092594,21.41 / 105.10,LS_peak=21.41 h; Adopted=105.10 h,21.408605164609053,105.096788989899,4,,,1.4109270581968825,0.649128615084873,0.8350259215046059,0.1858973064197329,3.667505917763338,reliable,0.465,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_JG48,C:\Users\vikas\Downloads\ls_outputs\2013_JG48\step14_final_summary.csv
2013 LJ46,18.12211552489991,23.243346153846154,209,6.018980092592592,4.43 / 3.23,LS_peak=4.43 h; Adopted=3.23 h,4.427755470412941,3.2280563625077585,2,6.456112725015517,9.265582224629355,0.203627413148331,0.4535031596076777,0.5921329715370725,0.1386298119293947,1.206287882568567,insufficient,0.385,7,8,3.228:0.385; 2.105:0.198; 4.428:0.150; 13.438:0.100; 8.856:0.072,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_LJ46,C:\Users\vikas\Downloads\ls_outputs\2013_LJ46\step14_final_summary.csv
2013 NG76,18.919588266206823,22.95994871794872,117,12.043866203703704,7.58 / 0.44,LS_peak=7.58 h; Adopted=0.44 h,7.581712495446267,0.4393316825517453,2,0.8786633651034906,17.135211031159827,0.1780985360882703,0.7165388309097764,0.7346118585491546,0.0180730276393781,1.1782553338209956,insufficient,0.395,8,8,0.439:0.395; 0.144:0.305; 5.752:0.155; 0.180:0.048; 0.220:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_NG76,C:\Users\vikas\Downloads\ls_outputs\2013_NG76\step14_final_summary.csv
2013 NY42,18.010812040269776,23.02598924731183,384,9.032737094907407,3.91 / 9.35,LS_peak=3.91 h; Adopted=9.35 h,3.9060484734734735,9.349248098233003,2,18.698496196466007,14.19859655883596,0.2524497718301438,0.4017559734751472,0.4662180238416731,0.0644620503665258,1.261769161459647,insufficient,0.34,8,8,3.906:0.340; 9.349:0.255; 6.722:0.198; 5.820:0.090; 4.675:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_NY42,C:\Users\vikas\Downloads\ls_outputs\2013_NY42\step14_final_summary.csv
2013 PG126,18.170923223823948,23.411569230769235,98,2.1114335069444445,17.63 / 8.81,LS_peak=17.63 h; Adopted=8.81 h,17.62587971014493,8.812939855072464,4,17.62587971014493,1.832889617975411,1.2571794161026106,0.2264403450338719,0.6058214238986466,0.3793810788647747,3.183257466714203,insufficient,0.4075,4,8,5.478:0.407; 17.626:0.398; 3.083:0.145; 2.058:0.050; 10.957:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_PG126,C:\Users\vikas\Downloads\ls_outputs\2013_PG126\step14_final_summary.csv
2013 PX94,19.2912512863196,22.68871351351352,362,6.02151019675926,21.41 / 42.82,LS_peak=21.41 h; Adopted=42.82 h,21.409814032921812,42.81962806584363,2,,,0.3317931609319932,0.6050636608551372,0.6830084922743218,0.0779448314191846,1.3574294412939691,reliable,0.8025,4,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2013_PX94,C:\Users\vikas\Downloads\ls_outputs\2013_PX94\step14_final_summary.csv
